title,summary,image
HTTP 404,"In HTTP, the 404 HTTP status code indicates that a web client (i.e. browser) was able to communicate with a server, but the server could not provide the requested resource. The server may not have the resource or it may not wish to disclose whether it has the resource. The code is often associated with response reason Not Found and is often referred to as page not found or file not found. Often, the server generates a web page for the condition and the client displays it, and often the content indicates the error code. Since the condition is relatively commonly-encountered (i.e. due to broken or dead links), this code is one of the most recognizable on the World Wide Web.",https://upload.wikimedia.org/wikipedia/commons/5/5b/HTTP_logo.svg
XHamster,"xHamster is a pornographic video sharing and streaming website, based in Limassol, Cyprus. It was founded by Oleg Netepenko and Dmitri Gusev in 2005 . xHamster serves user-submitted pornographic videos, webcam models, pornographic photographs, and erotic literature, and incorporates social networking features. As of October 2025, it is the 29th-most-visited website in the world, and the second-most-visited adult website, after Pornhub. The site produced The Sex Factor, a reality TV series in which contestants compete to become porn stars and OnlyFans stars. The site has been targeted as part of malvertising campaigns, and some governments have blocked xHamster as part of larger initiatives against Internet pornography.",https://upload.wikimedia.org/wikipedia/commons/6/68/XHamster_logo.svg
Portal:Current events,,https://upload.wikimedia.org/wikipedia/commons/c/c9/Portal.svg
Elizabeth II,"Elizabeth II (Elizabeth Alexandra Mary; 21 April 1926 – 8 September 2022) was Queen of the United Kingdom and other Commonwealth realms from 6 February 1952 until her death in 2022. She was queen regnant of 32 sovereign states during her lifetime and was the monarch of 15 realms at her death. Her reign of 70 years, 214 days, is the longest of any British monarch, the second-longest of any sovereign state, and the longest of any queen regnant in history. Elizabeth was born in Mayfair, London, during the reign of her paternal grandfather, King George V. She was the first child of the Duke and Duchess of York (later King George VI and Queen Elizabeth the Queen Mother). Her father acceded to the throne in 1936 upon the abdication of his brother Edward VIII, making the ten-year-old Princess Elizabeth the heir presumptive. She was educated privately at home and began to undertake public duties during the Second World War, serving in the Auxiliary Territorial Service. In November 1947, she married Philip Mountbatten, a former prince of Greece and Denmark. They had four children: Charles, Anne, Andrew, and Edward. When her father died in February 1952, Elizabeth, then 25 years old, became queen of seven independent Commonwealth countries and head of the Commonwealth. She reigned as a constitutional monarch through times of significant political change such as the Troubles in Northern Ireland, devolution in the United Kingdom, the decolonisation of Africa, and the United Kingdom's accession to the European Communities as well as its subsequent withdrawal. The number of her realms varied over time as territories gained independence and as most realms became republics. As queen, Elizabeth was advised by more than 170 prime ministers across her realms. Her many historic visits and meetings included state visits to China in 1986, to Russia in 1994, and to the Republic of Ireland in 2011; she met five popes and fourteen US presidents. Significant events of Elizabeth's reign included her coronation in 1953 and the celebrations of her Silver, Golden, Diamond, and Platinum jubilees. Although there was occasional republican sentiment and media criticism of her family – particularly after the breakdowns of her children's marriages, her annus horribilis in 1992, and the death of her former daughter-in-law Diana in 1997 – support for the monarchy and her popularity in the United Kingdom remained consistently high. Elizabeth died aged 96 at Balmoral Castle in Scotland, and was succeeded by her eldest son as Charles III.",https://upload.wikimedia.org/wikipedia/commons/3/37/A_private_audience_with_Her_Majesty_Queen_Elizabeth_II.jpg
Google,"Google LLC ( , GOO-gəl) is an American multinational technology corporation focused on information technology, online advertising, search engine technology, email, cloud computing, software, quantum computing, e-commerce, consumer electronics, and artificial intelligence (AI). It has been referred to as ""the most powerful company in the world"" by the BBC, and is one of the world's most valuable brands. Google's parent company Alphabet Inc. has been described as a Big Tech company.  Google was founded in 1998 by American computer scientists Larry Page and Sergey Brin. Together, they own about 14% of its publicly listed shares and control 56% of its stockholder voting power through super-voting stock. The company went public via an initial public offering (IPO) in 2004. In 2015, Google was reorganized as a wholly owned subsidiary of Alphabet Inc. Google is Alphabet's largest subsidiary and is a holding company for Alphabet's internet properties and interests. Sundar Pichai was appointed CEO of Google in 2015, replacing Larry Page, who became the CEO of Alphabet. In 2019, Pichai also became the CEO of Alphabet.  After the success of its original service, Google Search (often known simply as ""Google""), the company has rapidly grown to offer a multitude of products and services. These products address a wide range of use cases, including email (Gmail), navigation and mapping (Waze, Maps, and Earth), cloud computing (Cloud), web navigation (Chrome), video sharing (YouTube), productivity (Workspace), operating systems (Android and ChromeOS), cloud storage (Drive), language translation (Translate), photo storage (Photos), videotelephony (Meet), smart home (Nest), smartphones (Pixel), wearable technology (Pixel Watch and Fitbit), music streaming (YouTube Music), video on demand (YouTube TV), AI (Google Assistant and Gemini), machine learning APIs (TensorFlow), AI chips (TPU), and more. Many of these products and services are dominant in their respective industries, as is Google Search. Discontinued Google products include gaming (Stadia), Glass, Google+, Reader, Play Music, Nexus, Hangouts, and Inbox by Gmail. Google's other ventures outside of internet services and consumer electronics include quantum computing (Willow, Google Quantum AI), self-driving cars (Waymo), and transformer models (Google DeepMind). Google Search and YouTube are the two most-visited websites worldwide, followed by Facebook, Instagram, and ChatGPT. Google is the largest provider of search engines, mapping and navigation applications, email services, office suites, online video platforms, photo and cloud storage, mobile operating systems, web browsers, machine learning frameworks, and AI virtual assistants in the world as measured by market share. Google was ranked the second most valuable brand by Forbes as of January 2022, and fourth by Interbrand as of February 2022. The company has received criticism involving issues such as privacy concerns, tax avoidance, censorship, search neutrality, antitrust, and abuse of its monopoly position.",https://upload.wikimedia.org/wikipedia/commons/4/45/Google-Deep_Mind_headquarters_in_London%2C_6_Pancras_Square.jpg
India,"India, officially the Republic of India, is a country in South Asia.  It is the seventh-largest country by area; the most populous country in the world and, since its independence in 1947, the world's most populous democracy. Bounded by the Indian Ocean on the south, the Arabian Sea on the southwest, and the Bay of Bengal on the southeast, it shares land borders with Pakistan to the west; China, Nepal and Bhutan to the north; Bangladesh and Myanmar to the east. In the Indian Ocean, India is near Sri Lanka and the Maldives. Its Andaman and Nicobar Islands share a maritime border with Myanmar, Thailand and Indonesia. Modern humans arrived on the Indian subcontinent from Africa no later than 55,000 years ago. Their long occupation, predominantly in isolation as hunter-gatherers, has made the region highly diverse. Settled life emerged on the subcontinent in the western margins of the Indus river basin 9,000 years ago, evolving gradually into the Indus Valley Civilisation of the third millennium BCE. By 1200 BCE, an archaic form of Sanskrit, an Indo-European language, had diffused into India from the northwest. Its hymns recorded the early dawnings of Hinduism in India. India's pre-existing Dravidian languages were supplanted in the northern regions. By 400 BCE, caste had emerged within Hinduism, and Buddhism and Jainism had arisen, proclaiming social orders unlinked to heredity. Early political consolidations gave rise to the loose-knit Maurya and Gupta Empires. During this era, there was a flourishing of creativity in art, architecture, and writing, the status of women declined, and untouchability became an organised belief. In South India, the Middle kingdoms exported Dravidian language scripts and religious cultures to the kingdoms of Southeast Asia. In the 1st millennium Islam, Christianity, Judaism, and Zoroastrianism became established on India's southern and western coasts. Early in the 2nd millennium Muslim armies from Central Asia intermittently overran India's northern plains. The resulting Delhi Sultanate drew northern India into the cosmopolitan networks of medieval Islam. In south India, the Vijayanagara Empire created a long-lasting composite Hindu culture. In the Punjab, Sikhism emerged, rejecting institutionalised religion. The Mughal Empire ushered in two centuries of economic expansion and relative peace, and left a rich architectural legacy. Gradually expanding rule of the British East India Company turned India into a colonial economy but consolidated its sovereignty. British Crown rule began in 1858. The rights promised to Indians were granted slowly, but technological changes were introduced, and modern ideas of education and the public life took root. A nationalist movement emerged in India, the first in the non-European British Empire and an influence on other nationalist movements. Noted for nonviolent resistance after 1920, it became the primary factor in ending British rule. In 1947, the British Indian Empire was partitioned into two independent dominions, a Hindu-majority dominion of India and a Muslim-majority dominion of Pakistan. A large-scale loss of life and an unprecedented migration accompanied the partition. India has been a federal republic since 1950, governed through a democratic parliamentary system. It is a pluralistic, multilingual and multi-ethnic society. India's population grew from 361 million in 1951 to over 1.4 billion in 2023. During this time, its nominal per capita income increased from US$64 annually to US$2,601, and its literacy rate from 16.6% to 74%. The Indian economy has since become a fast-growing major economy and a hub for information technology, with an expanding middle class. India has reduced its poverty rate, though at the cost of increasing economic inequality. It is a nuclear-weapon state that ranks high in military expenditure. It has disputes over Kashmir with its neighbours, Pakistan and China, unresolved since the mid-20th century. Among the socio-economic challenges India faces are gender inequality, child malnutrition, and rising levels of air pollution. India's land is megadiverse with four biodiversity hotspots. India's wildlife, which has traditionally been viewed with tolerance in its culture, is supported in protected habitats.",https://upload.wikimedia.org/wikipedia/commons/a/ad/Baspa_Valley_at_Sangla%2C_Himachal_Pradesh%2C_India.jpg
Barack Obama,"Barack Hussein Obama II (born August 4, 1961) is an American politician who served as the 44th president of the United States from 2009 to 2017. A member of the Democratic Party, he was the first African American president. Obama previously served as a U.S. senator representing Illinois from 2005 to 2008 and as an Illinois state senator from 1997 to 2004. Born in Honolulu, Obama graduated from Columbia University in 1983 with a Bachelor of Arts degree in political science and later worked as a community organizer in Chicago. In 1988, Obama enrolled in Harvard Law School, where he was the first Black president of the Harvard Law Review. He became a civil rights attorney and an academic, teaching constitutional law at the University of Chicago Law School from 1992 to 2004. In 1996, Obama was elected to represent the 13th district in the Illinois Senate, a position he held until 2004, when he successfully ran for the U.S. Senate. In the 2008 presidential election, after a close primary campaign against Hillary Clinton, he was nominated by the Democratic Party for president. Obama selected Joe Biden as his running mate and defeated Republican nominee John McCain and his running mate Sarah Palin. Obama was awarded the 2009 Nobel Peace Prize for efforts in international diplomacy, a decision that drew both praise and criticism. During his first term, his administration responded to the 2008 financial crisis with measures including the American Recovery and Reinvestment Act of 2009 to address the Great Recession; a partial extension of the Bush tax cuts; legislation to reform health care; and the Dodd–Frank Wall Street Reform and Consumer Protection Act, a major financial regulation reform bill. Obama also appointed Supreme Court justices Sonia Sotomayor and Elena Kagan, the former being the first Hispanic American on the Supreme Court. Obama also oversaw the end of the Iraq War and ordered Operation Neptune Spear, the raid that killed Osama bin Laden, who was the leader of Al-Qaeda and was responsible for the September 11 attacks. He downplayed Bush's counterinsurgency model by expanding air strikes and making extensive use of special forces, while encouraging greater reliance on host-government militaries. Obama also ordered the 2011 military intervention in Libya to implement United Nations Security Council Resolution 1973, which contributed to the overthrow of Muammar Gaddafi. Obama defeated Republican opponent Mitt Romney and his running mate Paul Ryan in the 2012 presidential election. In his second term, Obama advocated for gun control in the wake of the Sandy Hook Elementary School shooting, took steps to combat climate change by signing the Paris Agreement on climate change and an executive order to limit carbon emissions, and presided over the implementation of the Affordable Care Act and other legislation passed during his first term. Obama also initiated sanctions against Russia following its invasion in Ukraine and again after Russian interference in the 2016 U.S. elections. He ordered military intervention in Iraq after gains made by ISIL following the 2011 withdrawal from Iraq, negotiated the Joint Comprehensive Plan of Action (a nuclear agreement with Iran), and normalized relations with Cuba. The number of American soldiers in Afghanistan decreased during Obama's second term, though U.S. soldiers remained in the country throughout his presidency. He also promoted inclusion for LGBT Americans, becoming the first sitting U.S. president to publicly support same-sex marriage. Obama left office in 2017. He remains politically active, campaigning for candidates in American elections, including in Biden's successful presidential bid in the 2020 presidential election. Outside politics, Obama has published three books: Dreams from My Father (1995), The Audacity of Hope (2006), and A Promised Land (2020). His presidential library began construction in the South Side of Chicago in 2021 and is set to open in June 2026. Historians and political scientists rank Obama highly in historical rankings of U.S. presidents.",https://upload.wikimedia.org/wikipedia/commons/6/6f/Barack_Obama%27s_trip_to_Saudi_Arabia_April_2016_%289%29.jpg
The Search,The Search or Search may refer to:,https://upload.wikimedia.org/wikipedia/commons/7/7e/Vector_search_icon.svg
Bible,"A Bible is a collection of religious texts that is central to Christianity or Judaism, and esteemed in other Abrahamic religions such as Islam. Bibles are anthologies (compilations of texts of a variety of forms) with varying canonical texts across traditions. The Hebrew Bible was originally written in Hebrew (with some parts in Aramaic) and the second portion of the Christian Bible, known as the New Testament, was originally written in Koine Greek. Biblical texts include instructions, stories, poetry, letters, prophecies, and other genres. The collection of materials accepted as part of the Bible by a particular religious tradition or community is called a biblical canon. Believers generally consider it to be a product of divine inspiration, but the way they understand what that means and how they interpret the text varies. The religious texts, or scriptures, were compiled by different religious communities into various official collections. The earliest contained the first five books of the Bible, called the Torah ('Teaching') in Hebrew and the Pentateuch (meaning 'five books') in Greek. The second-oldest part was a collection of narrative histories and prophecies (the Nevi'im). The third collection, the Ketuvim, contains psalms, proverbs, and narrative histories. Tanakh (Hebrew: תָּנָ״ךְ‎, romanized: Tanaḵ) is an alternate term for the Hebrew Bible. The Masoretic Text is the medieval version of the Tanakh—written in Hebrew and Aramaic—that is considered the authoritative text of the Hebrew Bible by modern Rabbinic Judaism. The Septuagint is a Koine Greek translation of the Tanakh from the third and second centuries BCE; it largely overlaps with the Hebrew Bible. Christianity began as an outgrowth of Second Temple Judaism, using the Septuagint as the basis of the first portion of the Christian Bible, known as the Old Testament. The early Church continued the Jewish tradition of writing and incorporating what it saw as inspired, authoritative religious books. The gospels, which are narratives about the life and teachings of Jesus, along with the Pauline epistles and other texts quickly coalesced into the New Testament. The oldest parts of the Bible may be as early as c. 1200 BCE, while the New Testament had mostly formed by 4th century CE.  With estimated total sales of over five billion copies, the Christian Bible is the best-selling publication of all time. Biblical texts have had a profound influence both on Western culture and history and on cultures around the globe. The study of these texts through biblical criticism has also indirectly impacted culture and history. Some view biblical texts as morally problematic, historically inaccurate, or corrupted by time; others find it a useful historical source for certain peoples and events or a source of ethical teachings. The Christian Bible is currently translated or in the process of being translated into about half of the world's languages.",https://upload.wikimedia.org/wikipedia/commons/f/fb/Holy_Bible_The_Improved_Domestic_Bible_London_Schuyler_Smith_%26_Co_1880_Maps.jpg
Cristiano Ronaldo,"Cristiano Ronaldo dos Santos Aveiro (born 5 February 1985), nicknamed CR7, is a Portuguese professional footballer who plays as a forward for and captains both Saudi Pro League club Al-Nassr and the Portugal national team. Widely regarded as one of the greatest players in history, he has won numerous individual accolades throughout his career, including five Ballon d'Ors, a record three UEFA Men's Player of the Year Awards, and four European Golden Shoes. He was also named the world's best player five times by FIFA. He has won 35 trophies in his career, including five UEFA Champions Leagues and the UEFA European Championship. He holds the records for most goals (140) and assists (42) in the Champions League, goals (14) and assists (8) in the European Championship, and most international appearances (226) and international goals (143). He is the only player to have scored 100 goals with four different clubs. He has made over 1,300 professional career appearances, the most by an outfield player, and has scored over 970 official senior career goals for club and country, making him the top goalscorer of all time. Born in Funchal, Madeira, Ronaldo began his career with Sporting CP before signing with Manchester United in 2003. He became a star player at United, where he won three consecutive Premier League titles, the Champions League, and the FIFA Club World Cup. His 2007–08 season earned him his first Ballon d'Or at age 23. In 2009, Ronaldo became the subject of the then-most expensive transfer in history when he joined Real Madrid in a deal worth €94 million (£80 million). At Madrid, he was at the forefront of the club's resurgence as a dominant European force, helping them win four Champions Leagues between 2014 and 2018, including the long-awaited La Décima. He also won two La Liga titles, including the record-breaking 2011–12 season in which Madrid reached 100 points, and became the club's all-time top goalscorer. He won Ballon d'Ors in 2013, 2014, 2016 and 2017, and was runner-up three times to Lionel Messi, his perceived career rival. Following issues with the club hierarchy, Ronaldo signed for Juventus in 2018 in a transfer worth an initial €100 million, where he was pivotal in winning two Serie A titles. In 2021, he returned to United before joining Al-Nassr in 2023. Ronaldo made his international debut for Portugal in 2003 at the age of 18 and has earned more than 200 caps, making him history's most-capped male player. He has played in eleven major tournaments. He scored his first international goal in Euro 2004, where he helped Portugal reach the final and subsequently made the team of the tournament. He assumed captaincy of the national team ahead of Euro 2008; and at Euro 2012, he was named in the team of the tournament. Ronaldo led Portugal to their first major tournament title at Euro 2016, being named in the team of the tournament for the third time. In the 2018 World Cup, he had his most prolific World Cup campaign with four goals. He received the Golden Boot as the top scorer of Euro 2020 before playing in his fifth World Cup at the 2022 World Cup. He has won two UEFA Nations Leagues, in 2019 and 2025.  One of the world's most marketable and famous athletes, Ronaldo has been ranked by Sportico as the third highest-paid athlete of all time in April 2026, and as the highest-paid athlete of the year for three consecutive years between 2023 and 2025. He was also ranked the world's highest-paid athlete by Forbes on five occasions, the most in history, and the world's most famous athlete by ESPN from 2016 to 2019. Time included him on their list of the 100 most influential people in the world in 2014. He is the most popular sportsperson on social media: he counts over 1 billion total followers across Facebook, Twitter, YouTube and Instagram, making him the first person to achieve that feat. Ronaldo was named in the UEFA Ultimate Team of the Year in 2015, the All-time UEFA Euro XI in 2016, and the Ballon d'Or Dream Team in 2020. In recognition of his record-breaking goalscoring success, he received special awards for Outstanding Career Achievement by FIFA in 2021 and Champions League All-Time Top Scorer by UEFA in 2024.",https://upload.wikimedia.org/wikipedia/commons/e/e1/1_cristiano_ronaldo_2016.jpg
World War II,"World War II, or the Second World War (1 September 1939 – 2 September 1945), was a global conflict between two coalitions: the Allies and the Axis powers. Nearly all of the world's countries participated. Tanks and aircraft played major roles, the latter enabling the strategic bombing of cities and delivery of the only nuclear weapons used in war. World War II was the deadliest conflict in history, causing the death of 60 to 75 million people. Millions died as a result of massacres, starvation, disease, and genocides, including the Holocaust. After the Allied victory, Germany, Austria, Japan, and Korea were occupied, and German and Japanese leaders were tried for war crimes. The causes of World War II included unresolved tensions in the aftermath of World War I and the rise of fascism in Europe and militarism in Japan. Key events preceding the war included Japan's invasion of Manchuria in 1931, the Spanish Civil War, the outbreak of the Second Sino-Japanese War in 1937, and Germany's annexations of Austria and the Sudetenland. World War II is generally considered to have begun on 1 September 1939, when Nazi Germany, under Adolf Hitler, invaded Poland, after which the United Kingdom and France declared war on Germany. Poland was also invaded by the Soviet Union in mid-September and was partitioned between Germany and the Soviet Union under the Molotov–Ribbentrop Pact. In 1940, the Soviet Union annexed the Baltic states and parts of Finland and Romania, while Germany conquered Norway, Denmark, Belgium, Luxembourg, and the Netherlands. After the fall of France in June 1940, the war continued mainly between Germany, now assisted by Fascist Italy, and the British Empire and British Commonwealth, with fighting in the Balkans, Mediterranean, Middle East, East Africa, the aerial Battle of Britain, the Blitz, and the naval Battle of the Atlantic. By mid-1941, Yugoslavia and Greece had also been defeated by Axis countries. In June 1941, Germany invaded the Soviet Union, opening the Eastern Front. In December 1941, Japan attacked American and British territories in Asia and the Pacific, including Pearl Harbor in Hawaii, leading the United States to enter the war against the Axis. Japan conquered much of coastal China and Southeast Asia, but its advances in the Pacific were halted in June 1942 at the Battle of Midway. In early 1943, Axis forces were defeated in North Africa and at Stalingrad in the Soviet Union. An Allied invasion of Italy in July resulted in the fall of its fascist regime, and Allied offensives in the Pacific and the Soviet Union forced the Axis to retreat on all fronts. In 1944, the Western Allies invaded France at Normandy, and the Soviet Union advanced into Central Europe. Japan also suffered major setbacks including the crippling of its navy by the United States, the loss of key Western Pacific islands, and defeats in Burma. The war in Europe concluded with the liberation of German-occupied territories and the invasion of Germany by the Allies, which culminated in the fall of Berlin to Soviet troops and Germany's unconditional surrender on 8 May 1945. On 6 and 9 August, the US dropped atomic bombs on Hiroshima and Nagasaki followed by a Soviet invasion of Japanese-occupied Manchuria. Japan announced its unconditional surrender on 15 August and signed a surrender document on 2 September 1945. World War II transformed the political, economic, and social structures of the world, and established the foundation of international relations for the rest of the 20th century and into the 21st century. The United Nations was created to foster international cooperation and prevent future conflicts, with the victorious great powers—China, France, the Soviet Union, the UK, and the US—becoming the permanent members of its Security Council. The Soviet Union and the US emerged as rival superpowers, setting the stage for the Cold War. In the wake of Europe's devastation, the influence of its great powers waned, triggering the decolonisation of Africa and of Asia. Many countries whose industries had been damaged moved towards economic recovery and expansion.",https://upload.wikimedia.org/wikipedia/commons/2/29/World_War_II_Allies_to_Axis_GDP_Ratio.svg
